1763,3762161.001818181
233191,684483.1090909091
-200031957,-8703648.512727274
171436,147064.82909090907
59753,37101.20800000001
73918,124676.22818181818
294702,183230.62818181817
-200000543,-8997927.71
-200080864,-9036114.033636363
-200119060,-9044553.83818182
-200041297,-9050162.582727272
203470,61498.5077
-200032033,-9061497.361818183
150247,47565.865709090926
65551,44282.686363636356
-200001268,-9072329.594545456
-200186817,-9057953.10090909
41687,7130.654445454547
-200000468,-9055876.50818182
129337,43255.45181818179
-200031989,-9069492.496363638
-200041294,-9071298.878181819
-200082115,-9072547.461818177
-200075682,-9083193.112727271
1817,10370.013600000002
1982239,96443.75818181816
-200000506,-9085017.69909091
1159323,68616.56363636364
53335,101580.66363636364
68,3692.144545454544
2733,31271.57000909091
-200085023,-9084496.22181818
-200085021,-9084775.40181818
13134,6427.862590909093
-200041295,-9086385.209999997
196013,17225.472727272718
-200335929,-9084270.433636364
43676,6965.86272727273
110456,11170.925454545457
1299429,64103.53909090907
-200000481,-9085741.385454549
-200085015,-9085799.677272726
1623292,78423.55545454545
1839,12661.922727272728
365532,17696.061818181817
-200069277,-9087377.296363635
-200292628,-9088971.644545455
41275,9754.964545454544
-200085030,-9086411.56
-200045401,-9087407.224545455
-200186818,-9086001.288181817
123,874.5738181818185
1269,5022.12090909091
-200049546,-9086007.204545457
-200010699,-9087940.917272724
2019482,107637.52625454548
-200135621,-9088460.251818186
477967,24434.82090909091
1562,10887.876309090912
-200002062,-9089217.01181818
252965,38368.63890909089
173479,20837.26449999999
-200001653,-9087055.728181817
642,4955.481818181816
1983735,93358.2409090909
-200000433,-9089480.672727272
872,11817.027436363633
-200004479,-9084616.515454546
1716,3111.3854545454546
-202008794,-9089394.59
286,9684.124545454544
-200002070,-9088972.61090909
490567,26266.70918181818
-200000712,-9089198.795454547
-200171551,-9088832.989090908
1663,3470.545618181819
-200028556,-9085774.364545453
265,4420.667272727273
-200001046,-9087979.848181816
-200076892,-9089352.857272727
83618,7006.925454545455
191,3680.581436363638
117999,16567.32418181819
366614,18474.325454545447
2249,91888.6609090909
1386,10979.831818181816
414051,21995.179890909087
-200028056,-9089510.218181819
28209,95439.98636363636
1380,75086.11290909092
-200085025,-9089819.603636365
-200475964,-9089940.796363637
57493,6341.489090909093
1988031,154486.55272727273
-200033958,-7272364.840909089
-201775411,-9089758.391818183
1883,1689.5118181818168
37914,6852.0545454545445
265976,17297.219090909093
1912216,92748.86336363638
13687,5156.34
33882,7168.48272727273
-200085016,-9090168.05909091
256616,18428.18630909091
-202008795,-9090287.214545457
2040,4468.211499999999
108869,5706.360509090908
-200118882,-9089887.560909089
1107,1027.080909090909
1623280,74838.02727272727
-200002004,-9090396.887272729
-201853232,-9090105.191818183
131079,15038.77090909091
1921544,88913.98272727273
-200003650,-9089917.225454545
315556,15518.029145454551
-200090964,-9090091.203636363
-201131492,-9090065.137272727
28231,11809.258563636362
1623282,75277.87272727273
305976,14137.018509090913
3932,1866.8515090909093
1982113,91139.63727272728
1623281,75690.22
-200000039,-9090314.933636362
-200541000,-9089719.306363637
-200563835,-9089265.088181818
-201499392,-9090424.685454546
83614,5809.513881818184
-200010662,-9090145.091818182
497726,70174.78218181817
2060,4650.988899999999
1623278,74774.32727272727
125287,10358.008690909091
1925779,88616.57272727272
208447,18294.37743636363
1215913,77322.53179090911
207599,24290.85950909092
1233054,58277.97000000001
-200028256,-9090584.093636364
-200043219,-9090456.739999998
-200186803,-9090034.944545455
49184,6687.199090909092
37343,2618.728863636364
1696,4198.435454545458
3651,1002.9507636363634
76632,12831.216890909087
1982101,54523.14272727273
-200134623,-9089660.36181818
-200335928,-9090448.91909091
-201570339,-9090669.707272727
2056,5205.785600000002
46913,4973.162727272733
141948,9114.412036363632
149698,11289.115454545452
43668,8895.342727272726
1854,4050.878181818181
1847,574.3563636363637
186764,9405.212727272728
-200000126,-9090132.47
-200003803,-9090524.249999998
-200003931,-7272482.5627272725
-200005268,-9090269.56090909
-200563798,-9090501.335454546
-201903411,-9090497.22090909
33057,93492.7290909091
307628,22406.0826
53457,7303.38872727273
1993858,91554.41090909089
-200002049,-9090519.606363636
-200084566,-9090127.840000002
-200219687,-9090251.102727273
121844,77705.60211818179
3655,2408.33649090909
574899,35811.24687272727
958,10317.76236363637
-200001762,-9090213.853636364
-200034397,-5454411.407272728
-201914233,-9090488.58818182
1707,4507.458181818183
375288,108829.88967272728
203193,67354.16363636362
94008,31485.22272727272
1918725,35175.170909090906
1760987,80447.03454545455
-200005593,-1818093.0000000002
-200084994,-9090057.89090909
-200186822,-9090341.962727275
-200188786,-9090523.957272727
-201903409,-9089986.177272728
3337,1010.3180909090913
475960,35270.96880909091
1822464,88926.51188181821
53460,6511.826400000001
4071,4104.673636363636
85265,5907.266254545455
-200000444,-9090332.229090909
-200003700,-9090578.224545455
-200004070,-9090159.567272728
-200031979,-9090484.07818182
-200090627,-9090706.567272728
-200093133,-9090196.787272729
-200186828,-7272490.331818182
1597779,29124.74359999999
1196844,22033.669090909087
1129704,60289.84411818182
1774589,106365.22662727273
12916,4798.692727272729
2071980,94797.15363636364
323449,99996.92181818179
1915205,88026.12454545454
1623284,74592.02090909092
230355,4296.422918181818
-200032011,-9090068.523636363
-200085017,-9090478.608181817
-200474943,-9090710.113636363
-200683158,-9090715.250909092
-201884633,-9090457.01727273
5094,1866.219709090909
33986,25985.40054545455
45989,2366.6727272727276
81,2314.730909090909
7158,1131.4726454545455
-200563843,-9090570.765454546
816,732.3938000000003
2052989,77569.19363636365
1623285,74637.69000000002
24208,319.67909090909086
-200000031,-9090685.463636361
-200003503,-1818119.9927272727
-200005148,-9090797.775454545
-200007157,-9090633.612727273
-200031953,-9090751.61
-200075787,-9090485.159090908
-200085018,-9090761.258181816
-200199477,-9090611.090909092
-200204434,-9090628.26727273
-201890464,-9090642.785454545
165697,9778.811818181817
482,333.3918181818182
5073,51837.339999999975
1330546,60959.416481818174
1344552,64653.18007272729
57499,9546.901818181816
2042653,100648.18767272722
458839,24829.816818181815
35089,690.8376818181817
7174,783.6459181818183
2024975,184267.1
1817584,50549.675454545446
-200171552,-9090750.636363639
-200206349,-9090395.232727272
-200255475,-9090583.187272727
-200452340,-1818133.9045454545
-201706371,-9090674.106363634
-201890438,-9090706.34909091
-201903410,-7272490.290000001
332951,89962.78058181818
60846,77761.55363636362
374,2891.774545454544
390805,19840.044127272722
156973,98380.33
40323,3988.897272727275
46352,6304.152727272728
89966,88661.45454545456
47670,7701.14490909091
-200186807,-9090245.126363637
292713,15067.487845454545
92793,4600.415454545455
919,91559.29181818185
1198980,55331.910909090904
233189,24108.869254545454
281472,68483.16448181814
1298,8867.766363636367
72763,5932.736790909091
165696,9795.894545454543
186191,17400.118372727276
2008781,73121.49454545454
1508537,82386.8309090909
208664,1999.080909090909
88358,2782.3009090909095
2268,1098.8445454545454
-200005020,-5454474.77
-200005129,-5454466.043636362
-200010744,-9090537.07181818
-200031993,-9090706.56272727
-200072276,-9090679.86909091
-200083676,-9090651.711818183
-200085002,-9090715.93909091
-200089373,-9090345.51272727
-200092713,-5454493.345454546
-200119043,-9090651.496363638
